Autor;Erscheinungsjahr;Titel;ISBN;Aktueller Preis
Gesellschaft f�r Erdkunde zu Berlin;1884;"""Verhandlungen der Gesellschaft f�r Erdkunde zu Berlin""";Unbekannt;Unbekannt
K.K. Deutsche Staats-Oberrealschule;1879;"""Programm der K.K. Deutschen Staats-Oberrealschule in Trautenau""";Unbekannt;Unbekannt
Unbekannt;1883;"""Zeitschrift f�r Vermessungswesen""";Unbekannt;Unbekannt
Unbekannt;1876;"""Programm""";Unbekannt;Unbekannt
Freuler;1882;"""Bericht und Antrag des Herrn Ephorus Freuler an den hohen Erziehungsrath des Kantons Schaffhausen �ber die Reorganisation der Realabtheilung des Gymnasiums""";Unbekannt;Unbekannt
Uppsala universitet. Geologiska institutionen, Uppsala universitet. Mineralogisk-geologiska institutionen;1898;"""Bulletin of the Geological Institutions of the University of Uppsala""";Unbekannt;Unbekannt
Christian Gottlob Kayser;1895;"""Vollst�ndiges b�cher-lexicon ...""";Unbekannt;Unbekannt
Unbekannt;1884;"""Philologische Wochenschrift""";Unbekannt;Unbekannt
Joseph Adam Gustav Hergenr�ther;1895;"""Kirchenlexikon""";Unbekannt;Unbekannt
David Halliday, Robert Resnick, Jearl Walker;2013;"""Physik""";9783527411818;Unbekannt
Unbekannt;1896;"""Sitzungsberichte der Preussischen Akademie der Wissenschaften zu Berlin""";Unbekannt;Unbekannt
Unbekannt;1891;"""Sammlung gemeinverst�ndlicher wissenschaftlicher Vortr�ge""";Unbekannt;Unbekannt
Darius Kirchbach;01.10.2014;"""Komplexe Leistung in der Physik. Fortschritte bei der Erfoschung des Weltalls""";9783656758389;12,99
Unbekannt;1895;"""Pharmaceutische Rundschau""";Unbekannt;Unbekannt
Wilhelm Heinsius;1878;"""Allgemeines B�cher-Lexikon: Bd. 1868-74. Bearb. u. hrsg. von H. Ziegenbalg. 1877-78. 2 v""";Unbekannt;Unbekannt
Constant Wurzbach von Tannenberg;1886;"""Biographisches Lexicon des Kaiserthums �sterreich, enthaltend die Lebensskizzen der denkw�rdigen Personen, welche 1750 bis 1850 im Kaiserstaate und in seinen Kronl�ndern ... gelebt haben""";Unbekannt;Unbekannt
Unbekannt;1895;"""Technisch-chemisches Jahrbuch""";Unbekannt;Unbekannt
Constant von Wurzbach;1886;"""Biographisches lexikon des kaiserthums Oesterreich""";Unbekannt;Unbekannt
Unbekannt;1894;"""B�cher-Anzeiger""";Unbekannt;Unbekannt
Hans-Otto Carmesin;112.020;"""Universum Physik Sekundarstufe II. Qualifikationsphase - Niedersachsen - Sch�lerbuch""";3060108994;Unbekannt
Olaf Fritsche;30.07.2015;"""Biologie f�r Einsteiger""";9783662462782;26,96
Unbekannt;1885;"""Verhandlungen der W�rttembergischen Kammer der Abgeordneten auf dem Landtag""";Unbekannt;Unbekannt
Paul A. Tipler, Gene Mosca;24.08.2009;"""Physik""";382741945X;Unbekannt
Marcus Weber, Judith Weber;11.10.2021;"""Phantastisch physikalisch""";9783641267438;11,99
Karl Braun;1895;"""Ueber Kosmogonie vom Standpunct christlicher Wissenschaft nebst einer Theorie der Sonne und einigen darauf bez�glichen Philosophischen Betrachtungen""";Unbekannt;Unbekannt
Gesellschaft zur F�rderung Deutscher Wissenschaft, Kunst und Literatur in B�hmen;1915;"""Deutsche Arbeit""";Unbekannt;Unbekannt
Eduard Riecke, Hermann Theodor Simon, Peter Josef William Debye, Max Born;1928;"""Physikalische Zeitschrift""";Unbekannt;Unbekannt
Georg Joos;1945;"""Lehrbuch der theoretischen Physik""";Unbekannt;Unbekannt
Unbekannt;1896;"""�Die� Heilkunde""";Unbekannt;Unbekannt
Hans Geiger;1927;"""Handbuch der Physik""";Unbekannt;Unbekannt
Matthias Bartelmann, Bj�rn Feuerbacher, Timm Kr�ger, Dieter L�st, Anton Rebhan, Andreas Wipf;15.08.2018;"""Theoretische Physik 4 | Thermodynamik und Statistische Physik""";9783662561133;29,99
Paul Davies;15.06.2016;"""Die Unsterblichkeit der Zeit""";9783105611364;7,99
Wilfried Kuhn;2000;"""Kuhn Physik 2. Sekundarstufe II. 11.-13. Schuljahr""";3141521417;Unbekannt
Heinrich Kerler;1881;"""Antiquarischer Katalog von Heinrich Kerler""";Unbekannt;Unbekannt
Hans-Joachim Eichler, Heinz-Detlef Kronfeldt, J�rgen Sahm;03.10.2006;"""Das Neue Physikalische Grundpraktikum""";9783540299684;42,99
Arnold Hanslmeier;02.12.2013;"""Einf�hrung in Astronomie und Astrophysik""";9783642377006;26,96
Isidor Rosenthal;1927;"""Biologisches Zentralblatt""";Unbekannt;Unbekannt
Unbekannt;1923;"""Annalen der Philosophie, mit besonderer R�cksicht auf die Probleme der Als-ob-betrachtung""";Unbekannt;Unbekannt
Siegfried Fl�gge;1956;"""Encyclopedia of physics""";Unbekannt;Unbekannt
Unbekannt;1959;"""Korpuskeln und Strahlung in Materie""";Unbekannt;Unbekannt
Unbekannt;01.01.1986;"""Quantentheorie des Magnetismus""";3519030845;Unbekannt
Johannes Rybach;2013;"""Physik f�r Bachelors""";3446436006;Unbekannt
Werner Leinfellner, Franz M. Wuketits;1986;"""Proceedings of the 10th international Wittgenstein Symposium""";Unbekannt;Unbekannt
Paul Allen Tipler, Gene Mosca;15.10.2009;"""Physik""";3827424364;Unbekannt
Deutsche R�ntgengesellschaft;1913;"""Verhandlungen""";Unbekannt;Unbekannt
Unbekannt;1973;"""Springer Tracts in Modern Physics""";Unbekannt;Unbekannt
Unbekannt;1975;"""Congr�s International de Logique, M�thodologie Et Philosophie Des Sciences. 5""";Unbekannt;Unbekannt
Unbekannt;1976;"""Acta chimica""";Unbekannt;Unbekannt
Unbekannt;2013;"""Physik verstehen. 2. Klasse : Begleitheft f�r Lehrerinnen und Lehrer""";3209073198;Unbekannt
Unbekannt;1988;"""Physica B + C.""";Unbekannt;Unbekannt
Unbekannt;1926;"""Zeitschrift f�r physikalische Chemie, St�chiometrie und Verwandtschaftslehre""";Unbekannt;Unbekannt
Kuno Fischer;1923;"""Geschichte der neuern Philosophie: Bd. Francis Bacon und seine Schule. Entwicklungsgeschichte der Erfahrungsphilosophie""";Unbekannt;Unbekannt
Stephen Hawking;16.12.2016;"""�Eine wunderbare Zeit zu leben�""";9783644400689;9,99
Josef Mattauch, Arnold Flammersfeld;1949;"""Isotopenbericht""";Unbekannt;Unbekannt
Paul Weingartner, Johannes Czermak;1983;"""Epistemology and philosophy of science""";Unbekannt;Unbekannt
Wolfgang Nolting;18.07.2006;"""Grundkurs Theoretische Physik 3""";9783540350767;29,99
Gerhart L�ders;1971;"""Ergebnisse der exakten Naturwissenschaften""";Unbekannt;Unbekannt
Unbekannt;1913;"""Zeitschrift f�r den physikalischen und chemischen Unterricht""";Unbekannt;Unbekannt
J�rn Bleck-Neuhaus;15.11.2012;"""Elementare Teilchen""";9783642325793;54,99
Unbekannt;1897;"""Beilage zur allgemeinen Zeitung""";Unbekannt;Unbekannt
Unbekannt;1951;"""Acta Pharmaceutica Internationalia""";Unbekannt;Unbekannt
Heinrich Behrens, Gerhard Ebel;1976;"""Data compilations in physics""";Unbekannt;Unbekannt
Gustav Mann;1914;"""Das Verh�ltnis der Schleiermacher'schen Dialektik zur Schelling'schen Philosophie""";Unbekannt;Unbekannt
Unbekannt;1924;"""Pharmaceutisches Central-Blatt""";Unbekannt;Unbekannt
Unbekannt;1924;"""Chemisches Zentralblatt""";Unbekannt;Unbekannt
Alfred Adler, Alexandra Adler;1916;"""Internationale Zeitschrift f�r Individualpsychologie""";Unbekannt;Unbekannt
Unbekannt;1977;"""Gmelin Handbook of Inorganic Chemistry""";Unbekannt;Unbekannt
Universit�t Wien;1920;"""Vorlesungs-Verzeichnis""";Unbekannt;Unbekannt
Isaac Newton;62.014;"""Mathematische Grundlagen der Naturphilosophie""";3896656368;Unbekannt
Hans J�rgen Korsch;06.09.2021;"""Mathematische Grundlagen f�r Physiker""";9783446471528;34,99
Franz Schwabl;18.04.2013;"""Statistische Mechanik""";9783662100431;39,99
Unbekannt;1957;"""Spektroskopie I-II.""";Unbekannt;Unbekannt
Heinz Pick;1965;"""Solid state excitations by electrons""";Unbekannt;Unbekannt
Christian Gerthsen;09.11.2013;"""Physik""";9783662301586;35,96
Otto Zeller;1979;"""IBZ (kombinierte Folge)""";Unbekannt;Unbekannt
Peter Petersen;1921;"""Geschichte der Aristotelischen Philosophie im Protestantischen Deutschland""";Unbekannt;Unbekannt
Johannes Diderik Waals;1927;"""Lehrbuch der thermostatistik: Bin�re gemische""";Unbekannt;Unbekannt
Max Schilling;1900;"""P�dagogische Studien""";Unbekannt;Unbekannt
Unbekannt;1929;"""Zeitschrift f�r physikalische Chemie""";Unbekannt;Unbekannt
Paul Weingartner, Gerhard Schurz;1989;"""Grenzfragen zwischen Philosophie und Naturwissenschaft""";Unbekannt;Unbekannt
Cornelius Lanczos;1998;"""Cornelius Lanczos, Collected Published Papers with Commentaries""";Unbekannt;Unbekannt
Nihon Kagakkai;1936;"""Bulletin of the Chemical Society of Japan""";Unbekannt;Unbekannt
Unbekannt;1978;"""Japanese studies in the history of science""";Unbekannt;Unbekannt
Unbekannt;1963;"""Acta Technica""";Unbekannt;Unbekannt
Albert Einstein;1987;"""The collected papers of Albert Einstein""";Unbekannt;Unbekannt
Claus Wilhelm Turtur;20.12.2011;"""Pr�fungstrainer Mathematik""";9783834883377;26,99
Wilhelm Max Wundt;1921;"""Kleine schriften: bd. �ber die einteilung der wissenschaften. �ber die mathematische induktion. Die logik der chemie. �ber die methode der minimal�nderungen. Biologische probleme. Die empfindung des lichts und der farben. Zur theorie der r�umlichen gesichtswahrnehmungen. Selbstbeobachtung und innere wahrnehmung. Zur frage der lokalisation der grosshirnfunktionen. �ber den begriff des gesetzes. Wer ist der gesetzgeber der naturgesetze. Logik und psychologie. Die psychologie im kampf ums dasein""";Unbekannt;Unbekannt
Unbekannt;1971;"""Janus""";Unbekannt;Unbekannt
Unbekannt;1970;"""Arhiv za hemiju i tehnologiju""";Unbekannt;Unbekannt
Akademie der Wissenschaften der DDR., European Environmental Mutagen Society;1978;"""Abhandlungen Der Akademie Der Wissenschaften Der DDR""";Unbekannt;Unbekannt
Karl Goedeke;1960;"""Grundriss zur Geschichte der deutschen Dichtung aus den Quellen von K. Goedeke""";Unbekannt;Unbekannt
Reiner M. Dreizler, Cora S. L�dde;06.04.2016;"""Theoretische Physik 4""";9783642127465;34,99
Leonard Mandel, Emil Wolf;1970;"""Selected Papers on Coherence and Fluctuations of Light, with Bibliography: 1850-1960""";Unbekannt;Unbekannt
Unbekannt;1913;"""Prometheus""";Unbekannt;Unbekannt
Unbekannt;1928;"""Dingler's polytechnisches Journal""";Unbekannt;Unbekannt
Paul A. Tipler, Ralph A. Llewellyn;11.11.2009;"""Moderne Physik""";3486582755;Unbekannt
Adriaan Dani�l Fokker;1948;"""Physica""";Unbekannt;Unbekannt
Georg Maria Schwab;1940;"""Handbuch der Katalyse: Bd. Katalyse in L�sungen, bearb. von J.W. Baker [et al.] 1940""";Unbekannt;Unbekannt
Koninklijke Akademie van Wetenschappen (Netherlands). Afdeeling Natuurkunde;1947;"""Proceedings of the Koninklijke Nederlandse Akademie Van Wetenschappen""";Unbekannt;Unbekannt
Unbekannt;1968;"""Akten des XIV. Internationalen Kongresses f�r Philosophie, Wien. 2.-9. Sept. 1968: Ethics and the philosophy of values ; aesthetics and the philosophy of art ; The philosophy of nature ; The philosophy of culture ; The philosophy of history""";Unbekannt;Unbekannt
Lubo� Nov�, Irena Stasiewicz-Jasiukowa;1981;"""Problems of Teaching the History of Science""";Unbekannt;Unbekannt
W. Schaaffs;1957;"""R�ntgenstrahlen / X-Rays""";Unbekannt;Unbekannt
Unbekannt;1929;"""Amber studies""";Unbekannt;Unbekannt
Gerhard Czack;1987;"""Gmelin Handbook of Inorganic Chemistry""";Unbekannt;Unbekannt
Gunter Brettschneider, Christian Lehmann;1980;"""Wege zur Universalienforschung""";Unbekannt;Unbekannt
Unbekannt;1960;"""Bericht""";Unbekannt;Unbekannt
Karl Rumpf;1984;"""Silicon: History. Occurrence. sect. 1. History""";Unbekannt;Unbekannt
Unbekannt;1966;"""Pure and Applied Chemistry""";Unbekannt;Unbekannt
Unbekannt;2014;"""Physik verstehen. 4. Klasse : Arbeitsheft""";320907318X;Unbekannt
Unbekannt;1924;"""Strahlentherapie""";Unbekannt;Unbekannt
Unbekannt;1929;"""Deutsche Rundschau""";Unbekannt;Unbekannt
Leo Lowenthal, Max Horkheimer;1939;"""Studies in Philosophy and Social Science""";Unbekannt;Unbekannt
Unbekannt;1928;"""Journal of the Royal Netherlands Chemical Society""";Unbekannt;Unbekannt
Hans Geiger;1926;"""Quanten, bearbeitet von W. Bothe, J. Franck, P. Jordan, H. Kulenkampff, R. Landenburg, W. Noddack, W. Pauli, P. Pringsheim""";Unbekannt;Unbekannt
Walter Hoffmann;1962;"""Digital information processors""";Unbekannt;Unbekannt
Christoph Dr�sser;02.05.2011;"""Der Mathematikverf�hrer""";9783644441613;9,99
Torsten Flie�bach;1993;"""Statistische Physik""";3411160713;Unbekannt
Unbekannt;1927;"""VDI""";Unbekannt;Unbekannt
Unbekannt;1961;"""Atti""";Unbekannt;Unbekannt
Unbekannt;1999;"""Zeitschrift F�r Kristallographie""";Unbekannt;Unbekannt
Commission of the European Communities. Directorate-General for Research, Science, and Education;1977;"""Inventory of Major Research Facilities in the European Community""";Unbekannt;Unbekannt
Erwin Schr�dinger;1984;"""Collected papers""";Unbekannt;Unbekannt
Unbekannt;1968;"""Actes du XIVe Congr�s international de philosophie, Vienne du 2 au 9 septembre 1968""";Unbekannt;Unbekannt
Unbekannt;1962;"""Actes Du ... Congr�s International D'histoire Des Sciences""";Unbekannt;Unbekannt
Unbekannt;1960;"""Acta Physica Hungarica""";Unbekannt;Unbekannt
Suomalainen Tiedeakatemia;1955;"""Annales Academi� Scientiarum Fennic�""";Unbekannt;Unbekannt
Unbekannt;1934;"""Technical physics of the U.S.S.R.""";Unbekannt;Unbekannt
Mustafa Andr� Schmidt;21.06.2021;"""Physik f�r Mediziner""";9783110692921;49,95
Wilhelm Wundt;1922;"""Einleitung in die Philosophie""";Unbekannt;Unbekannt
Unbekannt;1924;"""Geologische Rundschau""";Unbekannt;Unbekannt
Unbekannt;1994;"""Philosophischer Literaturanzeiger""";Unbekannt;Unbekannt
Karl Julius Cranz;1926;"""Lehrbuch der Ballistik: Innere Ballistik""";Unbekannt;Unbekannt
Unbekannt;1921;"""Journal of inorganic and general chemistry""";Unbekannt;Unbekannt
Anna von Helmholtz;1929;"""Anna von Helmholtz""";Unbekannt;Unbekannt
Oswald Spengler;1920;"""Der untergang des Abendlandes: bd. Gestalt und wirklichkeit. 6., unver�nderte aufl""";Unbekannt;Unbekannt
Unbekannt;1960;"""Annales de g�omorphologie""";Unbekannt;Unbekannt
Unbekannt;1935;"""Medizinische Klinik""";Unbekannt;Unbekannt
Unbekannt;1914;"""Chemisch-technische �bersicht; beilage ...""";Unbekannt;Unbekannt
Philip Merlan;1976;"""Kleine philosophische Schriften""";Unbekannt;Unbekannt
Torsten Flie�bach;10.04.2003;"""Mechanik""";3827414334;Unbekannt
Peter Spork;01.09.2011;"""Das Schlafbuch""";9783644013612;9,99
Unbekannt;1928;"""Jahresberichte des Litterarischen Zentralblattes �ber die wichtigsten wissenschaftlichen Neuerscheinungen des gesamten deutschen Sprachgebietes""";Unbekannt;Unbekannt
Diogenes Laertius, Arthur Kochalsky;1914;"""Das Leben und die Lehre Epikurs, Diogenes Laertius, Buch X""";Unbekannt;Unbekannt
Kaarle Sanfrid Laurila;1923;"""Leo Tolstois politische Ansichten""";Unbekannt;Unbekannt
Unbekannt;1914;"""P�dagogischer Anzeiger f�r Russland""";Unbekannt;Unbekannt
Milwaukee Public Library;1882;"""Katalog der B�cher in deutscher Sprache, welche in der Oeffenlichen Bibliothek der Stadt Milwaukee zu finden sind""";Unbekannt;Unbekannt
G�nter Abel, Hans J�rg Sandk�hler;1996;"""Pluralismus - Erkenntnistheorie, Ethik und Politik""";Unbekannt;Unbekannt
Unbekannt;1976;"""Hoppe Seylers Z Physiol Chem""";Unbekannt;Unbekannt
�bo akademi (1918- );1954;"""Acta Academiae Aboensis""";Unbekannt;Unbekannt
Arthur Stein, Paul Wilpert;1999;"""Archiv f�r Geschichte der Philosophie""";Unbekannt;Unbekannt
Wolfgang Bargmann;1960;"""Vierter Internationaler Kongress f�r Elektronenmikroskopie, Berlin 10.-17. September, 1958: Physikalisch-Technischer Teil""";Unbekannt;Unbekannt
J. M. M. H. Thijssen, H. A. G. Braakhuis;1999;"""The Commentary Tradition on Aristotle's De Generatione Et Corruptione""";Unbekannt;Unbekannt
Unbekannt;1983;"""Uranium: The element. sect. 1. Uranium deposits""";Unbekannt;Unbekannt
Unbekannt;1992;"""Zeitschrift f�r Geschichte der Arabisch-Islamischen Wissenschaften""";Unbekannt;Unbekannt
Samuel Taylor Coleridge;2000;"""Marginalia""";Unbekannt;Unbekannt
Unbekannt;1946;"""Acta Radiologica""";Unbekannt;Unbekannt
Unbekannt;1996;"""Studia Leibnitiana""";Unbekannt;Unbekannt
Unbekannt;1967;"""Turun Yliopiston Julkaisuja""";Unbekannt;Unbekannt
Ankara �niversitesi. Fen Fak�ltesi;1952;"""Communications de la faculte des sciences de l'Universit� d'Ankara""";Unbekannt;Unbekannt
Carleen Maley Hutchins;1975;"""Musical Acoustics""";Unbekannt;Unbekannt
Percy Williams Bridgman;1964;"""Collected Experimental Papers""";Unbekannt;Unbekannt
Unbekannt;1963;"""Comptes Rendus de la ... Conf�rence Internationale Sur Les Ph�nom�nes D'ionisation Dans Les Gaz""";Unbekannt;Unbekannt
Rijksuniversiteit te Utrecht. Sterrewacht;1946;"""Recherches Astronomiques de L'Observatoire D'Utrecht""";Unbekannt;Unbekannt
P. Hubert, Etienne Cr�mieu-Alcan;1963;"""Comptes Rendus de la VIe Conf�rence Internationale Sur Les Ph�nom�nes D'ionisation Dans Les Gaz, Paris, 8-13 Juillet 1963""";Unbekannt;Unbekannt
Franz Bader, Heinz-Werner Oberholz, Friedrich Dorn;22.013;"""Dorn / Bader Physik in einem Band. Sch�lerband. Allgemeine Ausgabe""";3507107708;Unbekannt
Peter Kurzweil, Bernhard Frenzel, J�rgen Eichler, Bernd Schiewe;27.05.2008;"""Physik Aufgabensammlung""";9783834802996;Unbekannt
Unbekannt;1913;"""Bl�tter f�r das bayerische Gymnasial- und Realschulwesen""";Unbekannt;Unbekannt
Hans-Otto Carmesin, Jens Kahle, Ulf Konrad, Torsten Trumme, Lutz Witte;112.015;"""Universum Physik 9./10. Schuljahr. Sch�lerbuch Sekundarstufe I. Niedersachsen G9""";3064200917;Unbekannt
Rainer Dohlus;19.05.2015;"""Lasertechnik""";9783110396461;34,95
Heinrich Frohne, Karl-Heinz L�cherer, Hans M�ller;13.03.2013;"""Moeller Grundlagen der Elektrotechnik""";9783322938893;36,99
Steven Holzner;02.01.2013;"""Quantenphysik f�r Dummies""";9783527668007;Unbekannt
Constant von Wurzbach;1966;"""Biographisches Lexikon des Kaiserthums Oesterreich""";Unbekannt;Unbekannt
Andreas Aigner, Josef Stini, Hans Mortensen;1971;"""Annales de g�omorphologie""";Unbekannt;Unbekannt
Paul Weingartner, Gerhard Schurz;02.10.1989;"""Philosophie Des Naturwissenschaften :""";Unbekannt;Unbekannt
Michio Kaku;18.05.2021;"""Die Gottes-Formel""";9783644009271;12,99
Unbekannt;1916;"""Mathematisch-naturwissenschaftliche bl�tter""";Unbekannt;Unbekannt
Ludwig Bergmann, Clemens Schaefer;1966;"""Elektrizit�tslehre""";Unbekannt;Unbekannt
Marinus T. Vlaardingerbroek, Jacques A. Boer;14.06.2004;"""Magnetresonanzbildgebung""";3540200282;Unbekannt
Unbekannt;1988;"""Zeitschrift F�r Geologische Wissenschaften""";Unbekannt;Unbekannt
Unbekannt;1976;"""Astronomische Nachrichten""";Unbekannt;Unbekannt
International Federation for Documentation;1982;"""Classification Systems and Thesauri, 1950-1982""";Unbekannt;Unbekannt
Rudolf Orthner;1919;"""Entwurf einer Theorie der physikalischen Abh�ngigkeit""";Unbekannt;Unbekannt
John Eggert;1933;"""Wechselwirkung zwischen R�ntgenstrahlen und Materie in Theorie und Praxis""";Unbekannt;Unbekannt
Christian H�nem�rder;1987;"""Wissenschaftsgeschichte heute""";Unbekannt;Unbekannt
Suomalainen Tiedeakatemia;1972;"""Proceedings of the Finnish Academy of Science and Letters""";Unbekannt;Unbekannt
Unbekannt;1974;"""Physics of Condensed Matter""";Unbekannt;Unbekannt
Unbekannt;1966;"""Special Lectures""";Unbekannt;Unbekannt
Ernst Feyerabend, Hugo Heidecker, Franz Breisig, August Kruckow;1929;"""Handw�rterbuch des elektrischen fernmeldewesens""";Unbekannt;Unbekannt
Unbekannt;1925;"""Jahresbericht �ber die gesamte Physiologie und experimentelle Pharmakologie mit vollst�ndiger Bibliographie""";Unbekannt;Unbekannt
Paolo Giordano;09.10.2018;"""Den Himmel st�rmen""";9783644049512;9,99
Harald Zaun;26.04.2022;"""Expedition ins Sternenmeer""";3662637294;Unbekannt
Unbekannt;1925;"""Kolloid-Zeitschrift""";Unbekannt;Unbekannt
Ernst-Wilhelm Otten;04.01.2009;"""Repetitorium Experimentalphysik""";9783540857884;42,25
Unbekannt;1998;"""Physics Letters""";Unbekannt;Unbekannt
Ian Stewart;01.10.2011;"""Professor Stewarts mathematisches Sammelsurium""";9783644014817;9,99
